# W&B _step (last complete row): 9409999.0
# t_j in linear scale (as logged)
t0	0.01675
t1	0.22408
t2	0.12171
t3	0.28002
t4	0.03943
t5	0.07548
t6	0.08257
t7	1.44953
t8	1.85148
t9	2.64406
t10	0.36138
t11	0.40316
t12	0.99172
t13	2.58554
t14	2.28597
t15	2.18883
t16	2.29998
t17	2.46521
t18	2.49134
t19	2.59528
t20	4.97955
t21	5.33178
t22	5.6388
t23	5.78859
t24	8.16897
t25	13.72222
t26	14.53314
t27	15.38951
t28	33.83025
t29	90.5966
t30	301.43311
t31	151.23611
